38352,-1.29,7.6710541,-4.99
38353,0.03,13.592026,-10.27
38354,2.05,11.485532,-4.76
38355,-0.39,7.9693939,-6.46
38356,-0.3,9.8448944,-6.37
38357,1.72,13.499582,-8.13
38358,-0.58,11.743161,-8.07
38359,2.58,9.9732513,-4.43
38360,-5.31,6.3899139,-13.41
38361,-2.41,9.9933929,-13.41
38362,-1.72,6.3841156,-9.81
38363,-1.22,6.3625702,-8.03
38364,1.36,15.329062,-9.86
38365,-3.67,2.8837128,-11.71
38366,-8.54,4.4228607,-15.36
38367,0.77,11.552182,-10.02
38368,3.21,6.0752167,1.69
38369,0.73,16.777988,-6.61
38370,0.59,14.870932,-8.51
38371,2.03,21.954843,-6.82
38372,4.19,12.827707,-1.55
38373,1.97,9.16008,-3.5
38374,-11.63,-7.2554352,-12.64
38375,-2.36,3.3861786,-7.17
38376,4.68,8.6212616,1.44
38377,-0.37,10.235532,-9.53
38378,-5,11.839487,-13.31
38379,-0.35,15.249301,-6.31
38380,2.27,16.846237,-4.71
38381,7.7,16.61235,-6.74
38382,0.48,12.80477,-6.94
38383,-1.64,10.765939,-7.18
38384,3.34,21.323141,-5.57
38385,1.71,10.266916,-4.08
38386,-2.94,8.2125214,-9.73
38387,3.75,20.539511,-6.39
38388,1.72,13.063998,-6.68
38389,11.73,27.180734,-1.5
38390,3.72,16.089963,-3.63
38391,3.87,24.791867,-2.15
38392,5.72,26.28663,-2.45
38393,9.55,26.393295,-0.96
38394,8.96,12.116379,0.57
38395,13.02,18.136069,9.79
38396,8.39,14.417404,1.67
38397,-5.61,-0.36429749,-11.27
38398,-4.3,4.5071991,-11.56
38399,-5.64,-1.2292267,-8.37
38400,-4.2,-1.5712067,-5.15
38401,-7.2,-3.7327789,-9.08
38402,-5.37,1.2999725,-9.44
38403,-6.12,4.4974457,-11.62
38404,3.13,8.6938324,-1.21
38405,-5.29,0.1594696,-8.74
38406,-2.59,6.9718964,-9.15
38407,-4.46,6.5481293,-13.15
38408,-5.95,9.7749603,-15.33
38409,-2.16,14.773837,-10.3
38410,-4.85,7.1685028,-12.55
38411,0.42,8.5507172,-7.46
38412,-7.2,0.9457489,-9.78
38413,-3.85,5.9203339,-10.18
38414,-4.87,3.7080414,-10.59
38415,3.16,13.10112,-2.04
38416,-0.6,10.039572,-9.63
38417,-0.78,11.417697,-11.87
38418,1.89,21.792892,-8.7
38419,4.76,11.540146,-0.13
38420,-4.42,8.3087982,-11.39
38421,-1.79,9.676059,-8.23
38422,3.48,11.032089,0.3
38423,-9.43,-1.7907501,-16.33
38424,-4.34,13.719553,-16.77
38425,-0.49,16.887241,-8.18
38426,5.25,23.625937,-6.84
38427,3.62,21.381113,-5.52
38428,10.73,29.934702,-0.57
38429,11.49,26.097397,4.36
38430,-0.92,11.010507,-6.89
38431,3.23,10.551157,-0.15
38432,-1.65,4.920993,-7.81
38433,-5.53,2.4292206,-10.07
38434,-4.99,0.1856781,-10.54
38435,-0.63,14.095016,-10.98
38436,1.08,10.040854,-9.65
38437,-3.51,7.7771088,-10.12
38438,-7.88,7.2945648,-15.99
38439,-10.88,-7.5139435,-14.57
38440,-8.68,-0.82462463,-13.32
38441,-10.57,2.3298187,-19.17
38442,-4.87,5.4565521,-11.01
38443,-4.98,12.19299,-18.29
38444,1.22,8.1389496,-4.35
38445,0.13,16.676364,-10.2
38446,1.32,18.032883,-14.28
38447,6.41,28.334775,-9.35
38448,9.11,24.283664,0.99
38449,7.83,25.615341,-3.07
38450,9.56,26.966367,-1.73
38451,9.57,21.118613,1.43
38452,8.58,13.681613,6.3
38453,4.2,16.599973,-3.1
38454,10.91,25.147519,3.65
38455,5.83,17.487558,1.39
38456,-1.26,10.07186,-9.85
38457,-5.01,9.3914398,-12.1
38458,-3.14,10.764072,-10.74
38459,3.49,6.7208954,-0.39
38460,-2.53,4.6912201,-5.2
38461,0.61,13.032407,-4.58
38462,3.67,14.396188,-1.69
38463,-4.65,8.5708954,-16.51
38464,-9.22,-6.0535919,-11.52
38465,-7.06,7.6940643,-10.37
38466,-3.19,3.7107635,-14.14
38467,-0.92,8.6621552,-7.44
38468,-4.27,13.633688,-13.25
38469,1.27,11.424997,-8.25
38470,-3.86,7.4111786,-10.49
38471,0.38,17.792233,-9.1
38472,6.66,8.5351532,2.98
38473,-4.2,16.980832,-13.52
38474,0.56,23.780441,-12.1
38475,4.64,17.967783,-5.31
38476,5.17,17.590097,-3.9
38477,4.48,19.000571,-4.29
38478,6.46,16.814828,-1.09
38479,7.96,20.032809,0.34
38480,10.63,17.869833,3.55
38481,-2.76,6.6883636,-7.62
38482,-1.78,17.096335,-11.57
38483,5.97,16.752768,-6.55
38484,1.3,18.191135,-12.31
38485,5.27,10.669724,-1.88
38486,-4.96,3.0742767,-7.65
38487,-5.6,4.5260712,-11.57
38488,-0.62,13.189157,-15.32
38489,3.06,25.450229,-12.27
38490,4.56,25.109042,-5.4
38491,5.72,21.179453,-3.94
38492,2.53,6.4803192,-1.65
38493,-5.04,9.7345551,-13.57
38494,-2.49,20.219614,-15.69
38495,-0.72,12.709433,-10.61
38496,0.25,12.404562,-7.31
38497,2.19,13.904636,-7.61
38498,1.69,15.409836,-6.11
38499,2.29,6.1434174,-1.02
38500,-4.7,7.847641,-10.29
38501,-5.62,10.968466,-19.56
38502,-3.52,16.089413,-18.03
38503,-0.44,21.215915,-14.71
38504,5.96,15.553281,-2.38
38505,-0.84,13.496323,-11.63
38506,0.22,20.44498,-11.88
38507,0.01,12.999252,-10.34
38508,-7,-5.1215363,-8.84
38509,-7.31,1.7387421,-11.41
38510,-6.59,-3.7901031,-9.28
38511,-4.31,8.4735931,-9.86
38512,3.32,13.656796,-2.49
38513,-3.63,8.0458588,-13.49
38514,-3.72,9.644931,-13.7
38515,-0.11,9.4496796,-8.5
38516,-3.92,9.2488739,-10.5
38517,-2.6,9.0583832,-8.89
38518,-6.64,-3.6292023,-12.72
38519,-6.69,-0.29006653,-9.44
38520,-2.77,-1.5919342,-4.03
38521,-0.89,4.7819916,-4.18
38522,-5.75,11.819638,-15.14
38523,-1.38,8.0697968,-8.09
38524,0.96,9.7319183,-6.44
38525,-1.58,13.189035,-10.17
38526,0.93,18.455551,-10.3
38527,7.49,18.336166,-3.22
38528,2.5,12.815683,-5.15
38529,0.72,7.3039886,-3.46
38530,4.8,19.798825,-7.17
38531,0.55,14.300009,-9.07
38532,1.97,10.611325,-7.37
38533,1.85,10.725327,-7.46
38534.06,7.03,19.436703,-7.54
38535,2.95,17.568649,-5.81
38536,2.89,10.303952,-4.08
38537,3.62,12.044321,-0.54
38538,-3.29,2.3933563,-6.59
38539,0.27,10.145078,-4.24
38540,2.33,4.7095551,-0.7
38541,-5.47,10.072018,-13.32
38542,0.05,10.046017,-6.15
38543,1.97,8.2252045,-0.77
38544,-6.05,2.8123871,-9.78
38545,-0.81,2.2059784,-2.59
38546,-3.21,8.2058563,-7.99
38547,1.03,12.212143,-6.19
38548,2.91,10.025937,-0.78
38549,-5.88,-4.3541046,-9.76
38550,-0.71,10.073849,-6.14
38551,0.66,8.3066864,-4.31
38552,2.65,10.344223,-0.67
38553,3.88,11.992807,-2.42
38554,1.23,4.8471283,-0.58
38555,-3.53,3.5034637,-5.92
38556,-5.34,3.1740204,-11.26
38557,-3.61,6.8473846,-9.38
38558,-3.5,8.7274628,-9.31
38559,-2.08,5.2123627,-5.62
38560,-2.88,3.5053802,-5.54
38561,-0.44,5.4051117,-3.64
38562,1.02,9.1134491,-3.52
38563,-3.45,5.6242889,-7.02
38564,0.43,6.3387299,-1.52
38565,-1.08,9.4696503,-6.77
38566,1.14,11.401974,-3.06
38567,0.89,9.7409515,-2.91
38568,-1.82,2.6835297,-6.31
38569,-2.12,3.0320892,-4.44
38570,-1.15,6.1902313,-4.28
38571,0.52,5.35466,-2.3
38572,1.2,8.7290985,-2.12
38573,-0.22,10.713791,-5.55
38574,1.96,15.88652,-3.6
38575,1.22,16.487936,-8.77
38576,2.87,14.880502,-3.2
38577,4.69,15.083261,-1.17
38578,5.82,15.292123,0.84
38579,5.14,8.8986053,2.83
38580,0.91,3.1330414,-0.94
38581,-0.44,5.1559418,-2.16
38582,-0.48,1.794101,-1.87
38583,-1.47,16.429086,-10.65
38584,3.09,12.064682,-1.4
38585,-1.95,7.9261566,-8.35
38586,-2.18,13.583542,-8.1
38587,1.45,6.6469086,-2.42
38588,1.45,4.1052704,-0.37
38589,2.84,10.80239,-0.15
38590,1.59,11.072165,-3.42
38591,-0.23,7.7585419,-6.76
38592,-3.81,4.4508392,-8.25
38593,-7.95,8.3486298,-15.17
38594,-3.6,6.8521576,-9.44
38595,-0.87,10.761057,-7.34
38596,-0.76,4.4627533,-3.42
38597,0.45,9.7825165,-4.95
38598,2.04,5.1075287,0.83
38599,4,7.4377899,2.89
38600,-4.92,-0.33113098,-11.07
38601,-6.91,0.13499451,-9.04
38602,-3.76,7.6742889,-10.5
38603,-5.59,15.225668,-15.48
38604,0.75,11.981931,-4.34
38605,-1.62,15.943198,-9.35
38606,4.71,14.516733,-3.64
38607,-2.51,16.680624,-10.48
38608,2.68,17.071616,-4.65
38609,0.65,19.237094,-11.47
38610,-0.07,6.4067841,-5.67
38611,3.51,14.61987,-1.7
38612,4.86,7.8144623,2.21
38613,2.51,6.4052704,0.84
38614,-2.77,6.6305511,-9.51
38615,-3.73,10.815939,-12.75
38616,-5.56,11.227621,-15.88
38617,-0.29,15.243576,-10.09
38618,3.26,12.063559,-2.46
38619,6.67,17.896054,1.52
38620,5.83,9.1181,3.8
38621,5.7,10.929855,4.16
38622,5.21,15.582919,-0.74
38623,5.53,8.8485565,3.2
38624,7.18,11.064999,5.44
38625,9.88,20.511288,5.96
38626,1.28,19.161301,-8
38627,2.08,14.223398,-11.09
38628,-0.68,12.870786,-10.65
38629,-3.84,15.130624,-13.78
38630,3.98,13.793332,-6.2
38631,-3.29,8.8590302,-9.36
38632,0.52,6.9090424,-1.71
38633,0.32,11.608737,-6.58
38634,-1,12.073581,-7.89
38635,0.52,7.1600311,-2.09
38636,2.5,14.829941,-5.1
38637,7.46,18.902048,2.5
38638,5.92,21.195944,-9.52
38639,1.53,21.682516,-9.03
38640,6.38,16.790817,-3.15
38641,3.23,17.261887,-9.85
38642,-2.33,8.7546234,-9.36
38643,-3.82,3.8490692,-7.13
38644,-7.38,7.945224,-15.61
38645,-0.68,17.463046,-11.5
38646,4.55,23.342661,-5.58
38647,2.6,16.643454,-5.1
38648,4.68,18.945651,-2.8
38649,6.71,21.249008,1.2
38650,13.51,21.763657,7.14
38651,5.65,11.459018,2.22
38652,6.61,15.565305,0.94
38653,7.04,23.282639,-0.35
38654,7.27,10.956625,2.03
