38655,-0.25,9.8985077,-4.71
38656,-10.96,-7.8472198,-12.29
38657,-15.4,-8.893924,-18.05
38658,-15.74,-1.1847076,-24.69
38659,-8.63,8.3347015,-15.29
38660,-2.94,17.833542,-11.11
38661,-0.84,12.942514,-8.78
38662,0.29,17.061313,-6.54
38663,5.17,12.339035,-0.65
38664,1.86,8.813266,-5.38
38665,-9.69,-3.0159821,-12.27
38666,-4.52,-0.71994934,-8.17
38667,-5.04,-0.82685852,-7.5
38668,-8.84,2.0993988,-14.25
38669,-4.3,-0.99797668,-8.43
38670,-10.2,-5.9063385,-13.24
38671,-10.79,-6.626358,-14.53
38672,-7.55,-0.12776184,-12.33
38673,-5.9,4.5886566,-13.55
38674,-8.35,1.4835297,-18.41
38675,-4.41,5.5958588,-14.38
38676,-9.04,4.2669281,-17.47
38677,-6.42,10.155148,-15.16
38678,-3.54,8.8408661,-12.87
38679,7.03,14.724142,1.92
38680,0.29,6.6032562,-6.52
38681,4.97,8.4823944,2.95
38682,1.21,12.557004,-5.54
38683,-3.69,5.8283783,-10.51
38684,0.64,13.496335,-6.42
38685,4.16,22.961057,-4.17
38686,5.11,18.031149,-1.96
38687,4.72,18.47933,2.05
38688,-0.12,9.9416107,-6.39
38689,1.41,7.963913,-4.21
38690,-3.41,9.0268036,-10.93
38691,-2.77,9.4674164,-8.62
38692,-1.41,8.1033905,-6.39
38693,7.08,23.769089,-4.19
38694,1.97,11.144272,-3.72
38695,8.01,12.982748,2.04
38696,9.92,13.357687,4.27
38697,1.76,10.209836,-6.08
38698,7.54,14.799179,1.54
38699,2.71,11.022885,-3.55
38700,-0.37,7.816684,-6.68
38701,-2.42,6.3966888,-8.19
38702,-2.05,3.1784637,-9.57
38703,-1.94,3.5611542,-3.83
38704,-5.17,5.7225433,-10.62
38705,6,13.284726,2.37
38706,4,19.039828,-4.26
38707,2.86,21.194992,-5.96
38708,3.48,14.329037,-3.79
38709,9.34,14.669308,3.74
38710,-1.42,7.6266571,-6.67
38711,-7.65,-0.50569153,-11.82
38712,-1.39,4.8173065,-7.85
38713,-6.9,3.3195526,-11.16
38714,3.56,16.213498,-3.64
38715,2.96,9.2990204,-3.42
38716,-5.56,2.9649506,-15.69
